net_manager,street,house_number,zipcode,city,annual_consume,annual_produce
Enexis B.V.,Ds Dr Deelemanstraat,137,6127AL,GREVENBICHT,216.8125,0
Enexis B.V.,Pannesheuvel,139,6127AM,GREVENBICHT,206.7826087,0
Enexis B.V.,Sint Catharinaplantsoen,16,6127BC,GREVENBICHT,275.5,0
Enexis B.V.,Aan de Greune Paol,121,6127BH,GREVENBICHT,317,0
Enexis B.V.,Achter de Kruiskapel,125,6127BX,GREVENBICHT,259.2857143,285.2142857
Enexis B.V.,Heilig Kruisstraat,12,6127CA,GREVENBICHT,224.25,132.3075
Enexis B.V.,Heuvelsweg,141,6127CD,GREVENBICHT,207.0384615,55.90038461
Enexis B.V.,Kuppelkovenderstraat,3,6127CN,GREVENBICHT,226.4736842,181.1789474
Enexis B.V.,Dr Duijsenslaan,32,6127CV,GREVENBICHT,221.5882353,0
Enexis B.V.,Meester Speestraat,45,6127EH,GREVENBICHT,127.3,0
Enexis B.V.,Nederheidestraat,56,6129AG,URMOND,238.0833333,66.66333332
Enexis B.V.,Obbichterstraat,143,6129AR,URMOND,207.8571429,0
Enexis B.V.,Koningsberg,6,6129AT,URMOND,84.4137931,0
Enexis B.V.,Schoorvoetpad,142,6129BB,URMOND,200.8947368,194.8678947
Enexis B.V.,Pastoor Eyckstraat,77,6129BJ,URMOND,243.3888889,0
Enexis B.V.,Stegerweg,63,6129BM,URMOND,317.5,0
Enexis B.V.,Paltshoek,75,6129BZ,URMOND,142.25,0
Enexis B.V.,Oude Poort,146,6129CH,URMOND,223.1111111,0
Enexis B.V.,Urmonder Maasstraat,148,6129CR,URMOND,163.1904762,0
Enexis B.V.,Tiendschuurstraat,129,6129CT,URMOND,250.1904762,0
Enexis B.V.,De Bath,16,6129DA,URMOND,129.2083333,0
Enexis B.V.,Plakstraat,93,6129DG,URMOND,95.97368421,15.35578947
Enexis B.V.,Kattekop,130,6129EB,URMOND,178.45,0
Enexis B.V.,Pastoor Losenstraat,22,6129ER,URMOND,182.952381,184.7819048
Enexis B.V.,Pater Laurentstraat,139,6129ET,URMOND,307.4166667,0
Enexis B.V.,Sint Antoniusplein,57,6129EV,URMOND,66.65853659,0
Enexis B.V.,Slagboomweg,58,6129GA,URMOND,196.1428571,58.84285713
Enexis B.V.,Graetheidelaan,42,6129GC,URMOND,327.6111111,0
Enexis B.V.,Sint Franciscusstraat,50,6129GN,URMOND,177.625,0
Enexis B.V.,R de Beerenbroucklaan,84,6129HA,URMOND,157.8695652,3.157391304
Enexis B.V.,Swentiboldlaan,128,6129HL,URMOND,219,0
Enexis B.V.,Odalaan,103,6129HX,URMOND,215.4,0
Enexis B.V.,Staakijzerstraat,2,6129JA,URMOND,156.1111111,0
Enexis B.V.,Rienstraat,126,6129JD,URMOND,443.5714286,0
Enexis B.V.,Maalsteenstraat,127,6129JH,URMOND,252.0952381,0
Enexis B.V.,Pastoor Kremersstraat,128,6129KA,URMOND,440.8333333,74.94166666
Enexis B.V.,Burg Kurversstraat,133,6129KC,URMOND,155.5909091,0
Enexis B.V.,Achter de Hegge,95,6129KH,URMOND,101.4705882,0
Enexis B.V.,Sint Michaelsplein,139,6129KJ,URMOND,146.7878788,132.1090909
Enexis B.V.,Holsberg,14,6129KL,URMOND,226.9,0
Enexis B.V.,Nattenhovener Koestraat,96,6129LH,URMOND,268.6111111,0
Enexis B.V.,Urmonderhof,102,6129NB,URMOND,90.07317073,96.37829268
Enexis B.V.,Urmonderplein,132,6129PC,URMOND,222.0833333,0
Enexis B.V.,Molenweg Noord,46,6129PD,URMOND,323.1428571,0
Enexis B.V.,Molenweg Zuid,25,6129PG,URMOND,333.5,0
Enexis B.V.,Louisegroeveweg,142,6129PJ,URMOND,271.7222222,0
Enexis B.V.,Bramertweg,89,6129PL,URMOND,164.4347826,129.9034783
Enexis B.V.,Belikstraat,96,6129PN,URMOND,174.2272727,0
Enexis B.V.,Golstraat,131,6129PS,URMOND,610.9,0
Enexis B.V.,Pannestraat,88,6129PT,URMOND,239.6818182,0
Enexis B.V.,Speelheuvel,96,6129PV,URMOND,91.2,0
Enexis B.V.,Urmonderbaan,132,6129PX,URMOND,54.54901961,0
Enexis B.V.,Stadswegske,32,6131AD,SITTARD,390.5652174,0
Enexis B.V.,Mgr Claessensstraat,2,6131AH,SITTARD,164.6315789,95.48631576
Enexis B.V.,Mgr. Claessensstraat,127,6131AJ,SITTARD,264.8571429,0
Enexis B.V.,Stationsdwarsstraat,150,6131BA,SITTARD,176.4,0
Enexis B.V.,Heinseweg,106,6131BR,SITTARD,110.5454545,0
Enexis B.V.,de Limpensstraat,69,6131BT,SITTARD,220.2352941,0
Enexis B.V.,Christian Kisselsstraat,63,6131BW,SITTARD,262.8571429,0
Enexis B.V.,Overhovenerstraat,20,6131BX,SITTARD,353.1,0
Enexis B.V.,Elisabeth van Barstraat,96,6131CE,SITTARD,313,15.65
Enexis B.V.,Voorstad,12,6131CP,SITTARD,1427,142.7
Enexis B.V.,Sjteegske,62,6131CW,SITTARD,96.35087719,0
Enexis B.V.,De Wieer,96,6131DA,SITTARD,70.38888889,0
Enexis B.V.,Dobbelsteynporte,28,6131DC,SITTARD,146,35.04
Enexis B.V.,Gruizenstraat,29,6131EH,SITTARD,876.0454545,0
Enexis B.V.,Gats,25,6131EM,SITTARD,329.4,0
Enexis B.V.,Kerkstraatje Stad,13,6131ET,SITTARD,391.2222222,391.2222222
Enexis B.V.,Begijnenhofstraat,51,6131EX,SITTARD,158.3478261,0
Enexis B.V.,Odasingel,48,6131GK,SITTARD,10.37777778,0
Enexis B.V.,Paardestraat,140,6131HA,SITTARD,678.2941176,0
Enexis B.V.,Oude Broeksittarderweg,148,6131HD,SITTARD,103.7567568,0
Enexis B.V.,Pullestraat,73,6131HP,SITTARD,69.68888889,0
Enexis B.V.,Rosmolenstraat,150,6131HW,SITTARD,455.96,0
Enexis B.V.,Paradijsstraat,85,6131JB,SITTARD,2797.2,335.664
Enexis B.V.,Tempelplein,62,6131JC,SITTARD,339.6296296,0
Enexis B.V.,Engelenkampstraat,142,6131JE,SITTARD,1557.636364,0
Enexis B.V.,Baenjenstraat,31,6131JK,SITTARD,322.5714286,167.7371429
Enexis B.V.,Jubileumstraat,132,6131JM,SITTARD,276.5555556,0
Enexis B.V.,Schuttestraat,62,6131JN,SITTARD,303.6428571,0
Enexis B.V.,Agricolastraat,126,6131JX,SITTARD,36.35714286,0
Enexis B.V.,Baenjehof,15,6131LA,SITTARD,43.08695652,0
Enexis B.V.,Hub Dassenplein,74,6131LB,SITTARD,48.28947368,24.62763158
Enexis B.V.,Alphons Laudijlaan,44,6132AB,SITTARD,264,0
Enexis B.V.,Beukeboomweg,41,6132AC,SITTARD,660.5,0
Enexis B.V.,Charles Beltjenslaan,56,6132AD,SITTARD,183.9210526,0
Enexis B.V.,Ross van Lenneplaan,32,6132AJ,SITTARD,276.25,0
Enexis B.V.,Russellaan,130,6132AP,SITTARD,166.8684211,0
Enexis B.V.,Op de Kollenberg,21,6132AX,SITTARD,276.8214286,199.3114286
Enexis B.V.,Molenaarlaan,28,6132BB,SITTARD,542.3333333,0
Enexis B.V.,Sartonlaan,56,6132BC,SITTARD,304.4375,27.399375
Enexis B.V.,Kribslaan,7,6132BE,SITTARD,395.6666667,0
Enexis B.V.,Henssenlaan,56,6132BG,SITTARD,368.3636364,0
Enexis B.V.,Kallenlaan,56,6132BH,SITTARD,340.5833333,0
Enexis B.V.,Brountslaan,52,6132BJ,SITTARD,467.5454545,0
Enexis B.V.,Dunckellaan,125,6132BK,SITTARD,261.7727273,0
Enexis B.V.,Prevotlaan,77,6132BM,SITTARD,323.2307692,0
Enexis B.V.,Hordaeuslaan,37,6132BN,SITTARD,377.1333333,0
Enexis B.V.,Wielderslaan,115,6132BR,SITTARD,376.5714286,0
Enexis B.V.,Tomelweg,55,6132BS,SITTARD,763.9,0
Enexis B.V.,Toon Hermanssingel,46,6132BT,SITTARD,269.4230769,126.6288461
Enexis B.V.,Hoeferlaan,90,6132BV,SITTARD,290.3888889,0
Enexis B.V.,Leyenbroekerweg,124,6132CA,SITTARD,911.6666667,0
Enexis B.V.,Heerlenerweg,145,6132CK,SITTARD,168.6842105,0
Enexis B.V.,Maria Teresa Tauscherstr,74,6132CN,SITTARD,139.9285714,0
Enexis B.V.,Blijdestein,129,6132CS,SITTARD,48.30555556,53.13611112
Enexis B.V.,Felix Ruttenlaan,133,6132CV,SITTARD,89.7037037,0
Enexis B.V.,Stanislasstraat,52,6132CZ,SITTARD,253.6818182,0
Enexis B.V.,Merovingenstraat,50,6132DC,SITTARD,83.19642857,0
Enexis B.V.,Brunhildestraat,95,6132EB,SITTARD,345.5384615,0
Enexis B.V.,Gerbergastraat,89,6132ED,SITTARD,533.3,0
Enexis B.V.,Karel de Grotestraat,44,6132EE,SITTARD,140.962963,0
Enexis B.V.,Sigebertstraat,87,6132EM,SITTARD,169.5789474,0
Enexis B.V.,Dagobertstraat,107,6132EN,SITTARD,78.6969697,0
Enexis B.V.,Clovisstraat,111,6132EZ,SITTARD,159.9545455,0
Enexis B.V.,Karolingenstraat,104,6132GA,SITTARD,232.3,0
Enexis B.V.,Flemminghof,48,6132GD,SITTARD,115.2380952,0
Enexis B.V.,Clotildestraat,57,6132GG,SITTARD,27.35443038,21.61
Enexis B.V.,Lothariusstraat,16,6132GL,SITTARD,189,0
Enexis B.V.,Bellstraat,136,6132GP,SITTARD,104.8928571,0
Enexis B.V.,Darwinstraat,1,6132GW,SITTARD,160.25,0
Enexis B.V.,Pasteurplein,2,6132GZ,SITTARD,197.6,177.84
Enexis B.V.,Selfkantstraat,144,6132HA,SITTARD,134.1851852,0
Enexis B.V.,Gangeltstraat,150,6132HB,SITTARD,230.4,0
Enexis B.V.,Geilenkirchenstraat,136,6132HD,SITTARD,128.1612903,0
Enexis B.V.,Heinsbergstraat,48,6132HE,SITTARD,257.0909091,0
Enexis B.V.,Erkelenzstraat,48,6132HG,SITTARD,192.8823529,0
Enexis B.V.,Waldfeuchtstraat,102,6132HH,SITTARD,261.2857143,0
Enexis B.V.,Huckelhovenstraat,48,6132HJ,SITTARD,56.9,0
Enexis B.V.,Hazendaal,56,6132HL,SITTARD,149.3571429,0
Enexis B.V.,Smidsenkamp,46,6132HM,SITTARD,163.9545455,0
Enexis B.V.,Op de Hoef,108,6132HN,SITTARD,407.0833333,0
Enexis B.V.,Lange Voer,60,6132HS,SITTARD,168.9615385,0
Enexis B.V.,Gemmahof,5,6132JZ,SITTARD,316,0
Enexis B.V.,Watersley,142,6132KA,SITTARD,170.0384615,0
Enexis B.V.,Bloemendalerhof,61,6132SE,SITTARD,270.1666667,0
Enexis B.V.,Binsfelderhof,73,6132SG,SITTARD,531.7,0
Enexis B.V.,Dalerhof,134,6132SH,SITTARD,172.1578947,24.10210526
Enexis B.V.,Lieckerhof,80,6132SK,SITTARD,201.4583333,189.3708333
Enexis B.V.,Onderstehof,66,6132SM,SITTARD,140.2857143,64.53142858
Enexis B.V.,Berloherhof,1,6132SN,SITTARD,296.8125,0
Enexis B.V.,Heggenhof,60,6132SP,SITTARD,224.6,2.246
Enexis B.V.,Haagsittarderweg,87,6132SV,SITTARD,394.2307692,0
Enexis B.V.,Johan Smitzdreef,18,6132SZ,SITTARD,240.2857143,0
Enexis B.V.,Thomas Schutgensdreef,115,6132TC,SITTARD,359.4375,0
Enexis B.V.,Peter Ulnerdreef,48,6132TE,SITTARD,338.25,0
Enexis B.V.,Bruno Heisterdreef,127,6132TH,SITTARD,222.6666667,115.7866667
Enexis B.V.,Johan Ruytersdreef,44,6132TJ,SITTARD,208.9333333,0
Enexis B.V.,Adam Beckersdreef,67,6132TK,SITTARD,408.6153846,0
Enexis B.V.,Conrad Greindreef,132,6132TL,SITTARD,352.7142857,165.7757143
Enexis B.V.,Stadsvoogdplein,62,6132TM,SITTARD,185.8846154,0
Enexis B.V.,Johan Kleinendreef,20,6132TN,SITTARD,439.5333333,0
Enexis B.V.,Johan Maesdreef,29,6132TR,SITTARD,547.4545455,0
Enexis B.V.,Geuweg,3,6133AD,SITTARD,275,0
Enexis B.V.,Landweringstraat,21,6133AE,SITTARD,144.9565217,0
Enexis B.V.,Oude Heerlenerweg,86,6133BR,SITTARD,73,0
Enexis B.V.,Noorderlichtplein,125,6133VB,SITTARD,113.2333333,16.985
Enexis B.V.,Sterhof,27,6133VG,SITTARD,69.35714286,0
Enexis B.V.,Avondsterstraat,135,6133VL,SITTARD,514,0
Enexis B.V.,Gulicksestraat,135,6133VV,SITTARD,160.7777778,0
Enexis B.V.,Aan Hiemstenrade,18,6133WB,SITTARD,175,0
Enexis B.V.,Aan het Bos,40,6133WD,SITTARD,238.4210526,0
Enexis B.V.,Tersteeglaan,134,6133WT,SITTARD,383.4,88.182
Enexis B.V.,Jans Kamperweg,99,6133XB,SITTARD,172.2307692,0
Enexis B.V.,Dr Poelslaan,123,6133XE,SITTARD,276.2142857,0
Enexis B.V.,Geleenstraat,119,6133XK,SITTARD,270.8461538,0
Enexis B.V.,Geleenderweg,131,6133ZA,SITTARD,237.7647059,0
Enexis B.V.,Mgr Vranckenstraat,49,6134AJ,SITTARD,68.09302326,0
Enexis B.V.,Mgr Rijckersstraat,1,6134AM,SITTARD,85.04545455,0
Enexis B.V.,Elsterweg,145,6134AR,SITTARD,226.55,0
Enexis B.V.,Silstraat,36,6134AT,SITTARD,261.5,0
Enexis B.V.,Augustinessenhof,16,6134VR,SITTARD,78.44444444,0
Enexis B.V.,Eggelstraat,97,6134VT,SITTARD,218.1764706,0
Enexis B.V.,Bloemenweg,63,6134XR,SITTARD,111.5,0
Enexis B.V.,Harmonstraat,104,6135BX,SITTARD,285.8333333,0
Enexis B.V.,Crerarstraat,25,6135CA,SITTARD,111.8275862,0
Enexis B.V.,Whitestraat,139,6135CN,SITTARD,235.2857143,0
Enexis B.V.,Hodgesstraat,80,6135CS,SITTARD,190.7368421,0
Enexis B.V.,Simpsonstraat,107,6135CT,SITTARD,211.1666667,0
Enexis B.V.,Patchstraat,9,6135CX,SITTARD,317.2142857,0
Enexis B.V.,Ridgewaystraat,108,6135EA,SITTARD,171.5909091,0
Enexis B.V.,Lynestraat,3,6135EB,SITTARD,194.1052632,0
Enexis B.V.,Steenuilstraat,8,6135EX,SITTARD,208.75,0
Enexis B.V.,Limbrichterweg,60,6135GE,SITTARD,258.25,0
Enexis B.V.,Manekoulsweg,130,6135GZ,SITTARD,248.0769231,124.0384616
Enexis B.V.,Tungristraat,35,6135HE,SITTARD,154.0416667,0
Enexis B.V.,Friezenstraat,86,6135HJ,SITTARD,207.55,0
Enexis B.V.,Sunikersstraat,87,6135HK,SITTARD,90.26315789,0
Enexis B.V.,Alemannenstraat,83,6135HM,SITTARD,317.2307692,0
Enexis B.V.,Tacitusstraat,116,6135HR,SITTARD,210.6875,0
Enexis B.V.,Cicerostraat,128,6135HT,SITTARD,140.8,0
Enexis B.V.,Liviusstraat,116,6135HV,SITTARD,110.6363636,99.57272724
Enexis B.V.,Catullusstraat,3,6135HX,SITTARD,175.95,0
Enexis B.V.,Romeinse Weg,69,6135HZ,SITTARD,98.13043478,0
Enexis B.V.,Vergiliusstraat,131,6135JB,SITTARD,392.25,0
Enexis B.V.,Ovidiusstraat,106,6135JC,SITTARD,314.0588235,0
Enexis B.V.,Hoogveldlaan,21,6135JD,SITTARD,89.65217391,7.172173913
Enexis B.V.,Andersonstraat,81,6135JE,SITTARD,149.8518519,0
Enexis B.V.,Deversstraat,37,6135JG,SITTARD,321.0714286,301.8071429
Enexis B.V.,Smithlaan,59,6135JJ,SITTARD,39.20512821,0
Enexis B.V.,Tessmanstraat,66,6135JN,SITTARD,71.02325581,0
Enexis B.V.,Persiuspad,85,6135JR,SITTARD,150.1176471,0
Enexis B.V.,Plautuspad,116,6135JS,SITTARD,160.5909091,0
Enexis B.V.,Donatusplein,36,6135JV,SITTARD,130.6296296,0
Enexis B.V.,Geerweg,91,6135JW,SITTARD,2359.588235,0
Enexis B.V.,Handelsstraat,31,6135KL,SITTARD,1613.714286,693.897143
Enexis B.V.,Fischerpad,120,6135KS,SITTARD,807.516129,0
Enexis B.V.,Parijsboulevard,117,6135LE,SITTARD,1033.785714,0
Enexis B.V.,Vouerweg,38,6136AK,SITTARD,298.3333333,0
Enexis B.V.,Verlengde Heinseweg,136,6136AP,SITTARD,133.5925926,0
Enexis B.V.,Pater Chevalierstraat,81,6136AV,SITTARD,116.3181818,0
Enexis B.V.,Pater Schreursstraat,125,6136AW,SITTARD,265.45,0
Enexis B.V.,Pater Geratsstraat,11,6136AZ,SITTARD,213.6190476,0
Enexis B.V.,Vliekstraat,38,6136BG,SITTARD,199.7058824,0
Enexis B.V.,Kastelenweg,140,6136BJ,SITTARD,235.8235294,0
Enexis B.V.,Hasselholtstraat,14,6136BL,SITTARD,321.8333333,0
Enexis B.V.,Walborgstraat,86,6136BM,SITTARD,217.6842105,178.5010526
Enexis B.V.,Aerwinkelstraat,122,6136BN,SITTARD,335.75,70.5075
Enexis B.V.,Grauwertstraat,120,6136BP,SITTARD,243.75,0
Enexis B.V.,Hillenraedtstraat,90,6136BR,SITTARD,175.3333333,171.8266666
Enexis B.V.,Rolandsweg,105,6136BS,SITTARD,123.2413793,0
Enexis B.V.,Hattemstraat,121,6136BX,SITTARD,423.5,0
Enexis B.V.,Wolfrathstraat,93,6136BZ,SITTARD,200.8947368,74.33105262
Enexis B.V.,Daelenbroekstraat,5,6136CA,SITTARD,209.2631579,0
Enexis B.V.,Grasbroekstraat,83,6136CB,SITTARD,237.4705882,0
Enexis B.V.,Annadaelstraat,20,6136CE,SITTARD,39.30232558,0
Enexis B.V.,Neubourgstraat,127,6136CJ,SITTARD,158.1,0
Enexis B.V.,Lichtenbergstraat,14,6136CK,SITTARD,239.6111111,215.65
Enexis B.V.,Schaloenstraat,124,6136CL,SITTARD,184.6111111,36.92222222
Enexis B.V.,Ehrensteinstraat,1,6136CN,SITTARD,379.3076923,0
Enexis B.V.,Reinoud-Flat,117,6136DJ,SITTARD,40.06818182,28.04772727
Enexis B.V.,Overhoven,115,6136EA,SITTARD,177.1428571,0
Enexis B.V.,Baandertweg,22,6136EL,SITTARD,358.1818182,42.98181818
Enexis B.V.,Baandert,69,6136EM,SITTARD,373.4,0
Enexis B.V.,Dr Schaepmanstraat,38,6136EV,SITTARD,320.4444444,0
Enexis B.V.,Baanderthof,104,6136EX,SITTARD,156.25,0
Enexis B.V.,Hemelsley,117,6136HG,SITTARD,199.0714286,0
Enexis B.V.,Guillaume Franquinetstr,145,6136HP,SITTARD,299.8333333,0
Enexis B.V.,Johan Dautzenbergstraat,44,6136HT,SITTARD,142.8421053,71.42105265
Enexis B.V.,Karel vd Woestijnestraat,98,6136HV,SITTARD,276.8,0
Enexis B.V.,Fons Olterdissenstraat,136,6136HZ,SITTARD,232.4666667,0
Enexis B.V.,Henric van Veldekestraat,87,6136JA,SITTARD,238.6666667,0
Enexis B.V.,Pieter Ecrevissestraat,18,6136JD,SITTARD,173.3888889,0
Enexis B.V.,Louis Delruellestraat,121,6136JL,SITTARD,399.5,427.465
Enexis B.V.,Vrangendael,117,6136JN,SITTARD,113.7333333,0
Enexis B.V.,Willem Goossensstraat,4,6136JS,SITTARD,287.1538462,0
Enexis B.V.,Leonard Meullenersstraat,70,6136JV,SITTARD,229.8947368,0
Enexis B.V.,Jozef Habetsstraat,3,6136JW,SITTARD,277.3076923,0
Enexis B.V.,Jozef Hoensstraat,21,6136JZ,SITTARD,242.6875,7.280625
Enexis B.V.,Prof Duboisstraat,83,6136KA,SITTARD,279.3846154,189.9815385
Enexis B.V.,Mathias Kempstraat,68,6136KB,SITTARD,284.7857143,0
Enexis B.V.,Henri Weltersstraat,73,6136KC,SITTARD,148.9459459,0
Enexis B.V.,Nieuwstadterweg,29,6136KM,SITTARD,1273.916667,0
Enexis B.V.,Langs de Heij,102,6136KR,SITTARD,1543,0
Enexis B.V.,Gasthuisgraaf,106,6136KS,SITTARD,991.4,0
Enexis B.V.,Nusterweg,39,6136KT,SITTARD,1710.533333,0
Enexis B.V.,Sportcentrumlaan,122,6136KV,SITTARD,189.3170732,0
Enexis B.V.,Willy Dolsstraat,42,6136SG,SITTARD,62.07142857,0
Enexis B.V.,Celine Klinkenberghstr,138,6136TK,SITTARD,258.2142857,0
Enexis B.V.,Jacob van Maerlantlaan,49,6136TM,SITTARD,455,432.25
Enexis B.V.,Justus de Harduwijnlaan,119,6136TR,SITTARD,332.1333333,0
Enexis B.V.,Louis Paul Boonstraat,37,6136TW,SITTARD,213.2777778,0
Enexis B.V.,Waleweinstaete,85,6136TX,SITTARD,228.4,9.136
Enexis B.V.,Rapunzel,17,6136VJ,SITTARD,314.2727273,0
Enexis B.V.,Janekers Vaart,19,6136VK,SITTARD,133.8064516,0
Enexis B.V.,St Josephplantsoen,142,6136VN,SITTARD,214.0625,0
Enexis B.V.,St Lambertusstraat,21,6136XD,SITTARD,244.2307692,222.25
Enexis B.V.,St Rosastraat,34,6136XE,SITTARD,92.39285714,8.315357143
Enexis B.V.,St Servaasstraat,118,6136XH,SITTARD,134.2,0
Enexis B.V.,St Cornelisstraat,44,6136XJ,SITTARD,116.3421053,0
Enexis B.V.,St Michielstraat,68,6136XL,SITTARD,275.9166667,292.4716667
Enexis B.V.,St Petrusstraat,119,6136XM,SITTARD,128.7619048,87.55809526
Enexis B.V.,St Paulusstraat,79,6136XR,SITTARD,179.3809524,0
Enexis B.V.,Dr Philipsstraat,111,6136XV,SITTARD,125.7857143,0
Enexis B.V.,President Kennedysingel,55,6137AA,SITTARD,102.5,0
Enexis B.V.,Vastradastraat,26,6137AM,SITTARD,151.5,42.42
Enexis B.V.,Amelbergastraat,43,6137AP,SITTARD,126.1333333,0
Enexis B.V.,Jan van Stevensweertstr,120,6137AR,SITTARD,603.5384615,0
Enexis B.V.,Charles Vosstraat,72,6137AT,SITTARD,114.8333333,0
Enexis B.V.,Kollenbergerhof,10,6137AW,SITTARD,61.89655172,0
Enexis B.V.,Broeksittarderweg,92,6137BH,SITTARD,316,0
Enexis B.V.,Tudderenderweg,10,6137CA,SITTARD,215.5,8.62
Enexis B.V.,Henri Jonasstraat,53,6137CL,SITTARD,162.0588235,27.55
Enexis B.V.,Alex Schaepkensstraat,17,6137CR,SITTARD,168.8666667,81.05600002
Enexis B.V.,Hendrik Luijtenstraat,88,6137CS,SITTARD,187.6666667,0
Enexis B.V.,Burg Wemansstraat,7,6137CV,SITTARD,174.2727273,153.36
Enexis B.V.,Winston Churchilllaan,8,6137EA,SITTARD,328.1428571,150.9457143
Enexis B.V.,Willem v Gelre-Gulikstr,79,6137HA,SITTARD,114.4285714,0
Enexis B.V.,Keizer Karel-V-straat,10,6137HC,SITTARD,113.0882353,0
Enexis B.V.,van Pallandtstraat,42,6137HE,SITTARD,203.0625,0
Enexis B.V.,van Rongihof,23,6137HH,SITTARD,343.4,0
Enexis B.V.,van Lintrehof,73,6137HJ,SITTARD,120.7647059,0
Enexis B.V.,Rene van Oranjestraat,149,6137HL,SITTARD,377.1818182,0
Enexis B.V.,Maarten van Rossumstraat,141,6137HV,SITTARD,132.6551724,0
Enexis B.V.,Straatsburglaan,3,6137HX,SITTARD,80.03508772,56.82491228
Enexis B.V.,Bretagnestraat,139,6137JE,SITTARD,232.8947368,0
Enexis B.V.,Bourgognestraat,78,6137JH,SITTARD,446.5,0
Enexis B.V.,Normandiestraat,58,6137JK,SITTARD,411.5,102.875
Enexis B.V.,Elzasplein,12,6137JL,SITTARD,175.5769231,0
Enexis B.V.,Jurahof,148,6137JM,SITTARD,431.4,0
Enexis B.V.,Provencestraat,21,6137JN,SITTARD,258.9545455,0
Enexis B.V.,Vogezenstraat,72,6137JR,SITTARD,142.6451613,71.32258065
Enexis B.V.,Sussexstraat,85,6137JS,SITTARD,333.4,0
Enexis B.V.,Kentstraat,102,6137JT,SITTARD,244.0526316,0
Enexis B.V.,Cornwallplein,24,6137JW,SITTARD,212.9583333,0
Enexis B.V.,Bedfordhof,41,6137JX,SITTARD,243.6428571,0
Enexis B.V.,IJsselmondestraat,67,6137KD,SITTARD,112.21875,0
Enexis B.V.,Schermerstraat,8,6137KM,SITTARD,378,275.94
Enexis B.V.,Noorwegenstraat,120,6137KS,SITTARD,294.1052632,0
Enexis B.V.,Finlandstraat,12,6137KV,SITTARD,151,0
Enexis B.V.,Wehrerweg,118,6137LB,SITTARD,341.8181818,194.8363636
Enexis B.V.,Ardennenstraat,133,6137LN,SITTARD,283.85,238.434
Enexis B.V.,Walloniestraat,100,6137LP,SITTARD,213.2777778,202.6138889
Enexis B.V.,Burg Arnoldtsstraat,88,6137PD,SITTARD,174.3076923,0
Enexis B.V.,Battastraat,93,6137PN,SITTARD,183.8888889,0
Enexis B.V.,Hollmanstraat,73,6137PP,SITTARD,269.6153846,0
Enexis B.V.,Burg Schrijenstraat,96,6137RP,SITTARD,144.0952381,0
Enexis B.V.,Kerkvoor,72,6137SB,SITTARD,214.5294118,60.0682353
Enexis B.V.,Pastoor Verhagenstraat,131,6137SE,SITTARD,257,0
Enexis B.V.,Achter Spitsbergen,126,6137SG,SITTARD,157.5238095,85.06285713
Enexis B.V.,Kerkstraat Broeksittard,144,6137SK,SITTARD,182.9655172,0
Enexis B.V.,Weidom,20,6137TA,SITTARD,197.7083333,0
Enexis B.V.,Achter de Kerk,41,6137TC,SITTARD,415.6428571,0
Enexis B.V.,Pastoor Mulderstraat,58,6137TD,SITTARD,233.5882353,0
Enexis B.V.,In de Camp,16,6137TE,SITTARD,228.1428571,0
Enexis B.V.,Aan het Broek,130,6137TJ,SITTARD,330.6666667,0
Enexis B.V.,van Ostadestraat,95,6137TM,SITTARD,164.6896552,0
Enexis B.V.,Burgemeester Kampsstraat,36,6137VR,SITTARD,302.9285714,0
Enexis B.V.,Pastoor Rayenstraat,53,6137VT,SITTARD,212.95,42.59
Enexis B.V.,Burg Corbeijstraat,148,6137XR,SITTARD,107.2692308,0
Enexis B.V.,Dr Nolensstraat,85,6141AD,LIMBRICHT,271.1333333,0
Enexis B.V.,de Gronckelstraat,49,6141AG,LIMBRICHT,623.0909091,0
Enexis B.V.,Burg. Nelissenstraat,111,6141AH,LIMBRICHT,242.2631579,94.48263158
Enexis B.V.,Burg. van Boxtelstraat,42,6141AK,LIMBRICHT,200.6086957,0
Enexis B.V.,Platz,114,6141AT,LIMBRICHT,440.1,475.308
Enexis B.V.,Michiels v Kessenichstr,125,6141AV,LIMBRICHT,562.1363636,0
Enexis B.V.,Onderste Sittarderweg,85,6141AZ,LIMBRICHT,220.8461538,0
Enexis B.V.,van Breylstraat,37,6141BB,LIMBRICHT,278.4375,239.45625
Enexis B.V.,Scheiffart van Merodestr,54,6141BC,LIMBRICHT,168.2608696,0
Enexis B.V.,Vredeslaan,76,6141BL,LIMBRICHT,208.0769231,0
Enexis B.V.,Vrijheidslaan,30,6141BN,LIMBRICHT,256.875,107.8875
Enexis B.V.,Limborghstraat,110,6141BV,LIMBRICHT,369.1428571,0
Enexis B.V.,Burg. Coonenplein,11,6141BZ,LIMBRICHT,112.55,0
Enexis B.V.,Maria van Strijthagenstr,58,6141CE,LIMBRICHT,196,0
Enexis B.V.,Vriendenkringstraat,118,6141LG,LIMBRICHT,241.25,0
Enexis B.V.,Salviusstraat,131,6141LK,LIMBRICHT,412.2,0
Enexis B.V.,Prof Mentenlaan,17,6141LN,LIMBRICHT,289.0555556,170.5427778
Enexis B.V.,Sleyweg,24,6141LS,LIMBRICHT,289.2142857,0
Enexis B.V.,Lintjeshaag,15,6141MA,LIMBRICHT,106.8333333,0
Enexis B.V.,Bokslootweg,31,6142AB,EINIGHAUSEN,204.9130435,131.1443478
